,inchikey,y
51,IKHGUXGNUITLKF-UHFFFAOYSA-N,3.076
52,YMWUJEATGCHHMB-UHFFFAOYSA-N,2.424
53,IAYPIBMASNFSPL-UHFFFAOYSA-N,2.72
54,LGXVIGDEPROXKC-UHFFFAOYSA-N,2.856
55,WETWJCDKMRHUPV-UHFFFAOYSA-N,3.272
56,OKJPEAGHQZHRQV-UHFFFAOYSA-N,5.13
57,DKGAVHZHDRPRBM-UHFFFAOYSA-N,1.063
58,RHQDFWAXVIIEBN-UHFFFAOYSA-N,2.925
59,PJGSXYOJTGTZAV-UHFFFAOYSA-N,3.061
60,NDUPDOJHUQKPAG-UHFFFAOYSA-N,2.693
61,BNIXVQGCZULYKV-UHFFFAOYSA-N,4.429
62,YNJBWRMUSHSURL-UHFFFAOYSA-N,1.912
63,FRCCEHPWNOQAEU-UHFFFAOYSA-N,6.752
64,VUNCWTMEJYMOOR-UHFFFAOYSA-N,6.604
65,YIROYDNZEPTFOL-UHFFFAOYSA-N,0.89
66,HECLRDQVFMWTQS-UHFFFAOYSA-N,3.407
67,FRDAATYAJDYRNW-UHFFFAOYSA-N,2.182
68,QXLPXWSKPNOQLE-UHFFFAOYSA-N,1.905
69,QYLFHLNFIHBCPR-UHFFFAOYSA-N,2.686
70,VBKKVDGJXVOLNE-UHFFFAOYSA-N,4.659
71,WTLBZVNBAKMVDP-UHFFFAOYSA-N,4.551
72,HJOVHMDZYOCNQW-UHFFFAOYSA-N,2.737
73,RRHGJUQNOFWUDK-UHFFFAOYSA-N,2.952
74,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,1.703
75,KNKRKFALVUDBJE-UHFFFAOYSA-N,2.928
76,AOHJOMMDDJHIJH-UHFFFAOYSA-N,1.817
77,ZWEHNKRNPOVVGH-UHFFFAOYSA-N,1.35
78,WOFDVDFSGLBFAC-UHFFFAOYSA-N,4.897
79,UBOXGVDOUJQMTN-UHFFFAOYSA-N,3.213
80,XSTXAVWGXDQKEL-UHFFFAOYSA-N,3.47
81,HRPVXLWXLXDGHG-UHFFFAOYSA-N,2.793
82,BRWIZMBXBAOCCF-UHFFFAOYSA-N,3.642
83,KXKVLQRXCPHEJC-UHFFFAOYSA-N,2.269
84,QPFMBZIOSGYJDE-UHFFFAOYSA-N,3.916
85,PSQYTAPXSHCGMF-BQYQJAHWSA-N,4.577
86,VEORPZCZECFIRK-UHFFFAOYSA-N,5.835
87,KYPYTERUKNKOLP-UHFFFAOYSA-N,5.44
88,IISBACLAFKSPIT-UHFFFAOYSA-N,4.691
89,URYAFVKLYSEINW-UHFFFAOYSA-N,5.245
90,NRZWYNLTFLDQQX-UHFFFAOYSA-N,4.802
91,CWRYPZZKDGJXCA-UHFFFAOYSA-N,4.984
92,ZFRKQXVRDFCRJG-UHFFFAOYSA-N,4.171
93,JUVIOZPCNVVQFO-HBGVWJBISA-N,7.818
94,DWNAQMUDCDVSLT-UHFFFAOYSA-N,6.6
95,FLKPEMZONWLCSK-UHFFFAOYSA-N,4.116
96,MGWAVDBGNNKXQV-UHFFFAOYSA-N,5.49
97,DOIRQSBPFJWKBE-UHFFFAOYSA-N,5.367
98,IRIAEXORFWYRCZ-UHFFFAOYSA-N,5.224
99,UJOBWOGCFQCDNV-UHFFFAOYSA-N,5.255
100,IZUPBVBPLAPZRR-UHFFFAOYSA-N,6.027
101,YSAVZVORKRDODB-PHDIDXHHSA-N,2.501
102,LINPIYWFGCPVIE-UHFFFAOYSA-N,4.637
103,ZEFMBAFMCSYJOO-UHFFFAOYSA-N,4.51
104,PXBFMLJZNCDSMP-UHFFFAOYSA-N,2.537
105,IQUPABOKLQSFBK-UHFFFAOYSA-N,2.939
106,OWZPCEFYPSAJFR-UHFFFAOYSA-N,6.191
107,DLURHXYXQYMPLT-UHFFFAOYSA-N,3.788
108,SMQUZDBALVYZAC-UHFFFAOYSA-N,4.725
109,KJCVRFUGPWSIIH-UHFFFAOYSA-N,4.538
110,JHZOXYGFQMROFJ-UHFFFAOYSA-N,5.518
111,SMWDFEZZVXVKRB-UHFFFAOYSA-N,3.448
112,CFBYEGUGFPZCNF-UHFFFAOYSA-N,2.904
113,CIXSDMKDSYXUMJ-UHFFFAOYSA-N,3.861
114,GGSUCNLOZRCGPQ-UHFFFAOYSA-N,3.959
115,KRNUKKZDGDAWBF-UHFFFAOYSA-N,3.53
116,HUWXDEQWWKGHRV-UHFFFAOYSA-N,5.085
117,ZUOUZKKEUPVFJK-UHFFFAOYSA-N,4.72
118,ZLSWBLPERHFHIS-UHFFFAOYSA-N,4.198
119,MTZQAGJQAFMTAQ-UHFFFAOYSA-N,4.247
120,CVBUKMMMRLOKQR-UHFFFAOYSA-N,5.169
121,BLFLLBZGZJTVJG-UHFFFAOYSA-N,3.665
122,ORIHZIZPTZTNCU-VMPITWQZSA-N,4.628
123,OVSKIKFHRZPJSS-UHFFFAOYSA-N,2.925
124,LLWADFLAOKUBDR-UHFFFAOYSA-N,4.262
125,YIVXMZJTEQBPQO-UHFFFAOYSA-N,4.141
126,IUNJCFABHJZSKB-UHFFFAOYSA-N,4.023
127,CTQNGGLPUBDAKN-UHFFFAOYSA-N,3.811
128,QWVGKYWNOKOFNN-UHFFFAOYSA-N,3.888
129,MMZYCBHLNZVROM-UHFFFAOYSA-N,3.753
130,ISPYQTSUDJAMAB-UHFFFAOYSA-N,4.019
131,GWHJZXXIDMPWGX-UHFFFAOYSA-N,4.192
132,YCOXTKKNXUZSKD-UHFFFAOYSA-N,3.941
133,SDYWXFYBZPNOFX-UHFFFAOYSA-N,4.323
134,VOZKAJLKRJDJLL-UHFFFAOYSA-N,1.935
135,JHBKHLUZVFWLAG-UHFFFAOYSA-N,5.829
136,LHJGJYXLEPZJPM-UHFFFAOYSA-N,5.266
137,FBCQUCJYYPMKRO-UHFFFAOYSA-N,5.105
138,AWMVMTVKBNGEAK-UHFFFAOYSA-N,3.995
139,QWVCIORZLNBIIC-UHFFFAOYSA-N,3.487
140,BYGQBDHUGHBGMD-UHFFFAOYSA-N,3.936
141,CFXQEHVMCRXUSD-UHFFFAOYSA-N,3.408
142,WHIVNJATOVLWBW-SNAWJCMRSA-N,2.014
143,ZYWUVGFIXPNBDL-UHFFFAOYSA-N,2.859
144,MDNWOSOZYLHTCG-UHFFFAOYSA-N,5.939
145,RRAFCDWBNXTKKO-UHFFFAOYSA-N,3.835
146,HYBBIBNJHNGZAN-UHFFFAOYSA-N,3.569
147,QHPQWRBYOIRBIT-UHFFFAOYSA-N,4.466
148,KWOLFJPFCHCOCG-UHFFFAOYSA-N,2.87
149,PASDCCFISLVPSO-UHFFFAOYSA-N,3.608
150,LQNUZADURLCDLV-UHFFFAOYSA-N,3.018
151,QZYHIOPPLUPUJF-UHFFFAOYSA-N,3.643
152,UATJOMSPNYCXIX-UHFFFAOYSA-N,5.316
153,ZETIVVHRRQLWFW-UHFFFAOYSA-N,4.416
154,WDCYWAQPCXBPJA-UHFFFAOYSA-N,4.122
155,GYVGXEWAOAAJEU-UHFFFAOYSA-N,3.415
156,ZPTVNYMJQHSSEA-UHFFFAOYSA-N,3.44
157,FYFDQJRXFWGIBS-UHFFFAOYSA-N,5.39
158,YNQLUTRBYVCPMQ-UHFFFAOYSA-N,3.947
159,PPBRXRYQALVLMV-UHFFFAOYSA-N,3.786
160,KCXMKQUNVWSEMD-UHFFFAOYSA-N,4.403
161,AFBPFSWMIHJQDM-UHFFFAOYSA-N,3.03
162,VEZUQRBDRNJBJY-UHFFFAOYSA-N,2.736
163,FFNVQNRYTPFDDP-UHFFFAOYSA-N,2.157
164,NRGGMCIBEHEAIL-UHFFFAOYSA-N,2.413
165,RNVYQYLELCKWAN-UHFFFAOYSA-N,0.898
166,VKYKSIONXSXAKP-UHFFFAOYSA-N,0.449
167,ICUTUKXCWQYESQ-UHFFFAOYSA-N,6.535
168,USIUVYZYUHIAEV-UHFFFAOYSA-N,4.629
169,FCSHMCFRCYZTRQ-UHFFFAOYSA-N,4.082
170,GUYMMHOQXYZMJQ-UHFFFAOYSA-N,3.436
171,GSEJCLTVZPLZKY-UHFFFAOYSA-N,1.102
172,YXVSKJDFNJFXAJ-UHFFFAOYSA-N,3.393
173,WFCSWCVEJLETKA-UHFFFAOYSA-N,1.308
174,IGFHQQFPSIBGKE-UHFFFAOYSA-N,5.912
175,PHXATPHONSXBIL-UHFFFAOYSA-N,2.092
176,YIWUKEYIRIRTPP-UHFFFAOYSA-N,3.664
177,AVPYQKSLYISFPO-UHFFFAOYSA-N,4.805
178,NTSLROIKFLNUIJ-UHFFFAOYSA-N,3.174
179,IYXGSMUGOJNHAZ-UHFFFAOYSA-N,4.016
180,JBSLOWBPDRZSMB-BQYQJAHWSA-N,5.522
181,XTJFFFGAUHQWII-UHFFFAOYSA-N,4.851
182,GLZPCOQZEFWAFX-JXMROGBWSA-N,4.586
183,SWJPEBQEEAHIGZ-UHFFFAOYSA-N,5.284
184,IWDCLRJOBJJRNH-UHFFFAOYSA-N,3.666
185,WXNZTHHGJRFXKQ-UHFFFAOYSA-N,4.459
186,CFVWNXQPGQOHRJ-UHFFFAOYSA-N,4.786
187,HGINCPLSRVDWNT-UHFFFAOYSA-N,6.317
188,OSDWBNJEKMUWAV-UHFFFAOYSA-N,3.546
189,WSLDOOZREJYCGB-UHFFFAOYSA-N,2.896
190,WGYKZJWCGVVSQN-UHFFFAOYSA-N,2.283
191,FVSKHRXBFJPNKK-UHFFFAOYSA-N,1.559
192,NLHHRLWOUZZQLW-UHFFFAOYSA-N,3.569
193,RENMDAKOXSCIGH-UHFFFAOYSA-N,4.748
194,PIICEJLVQHRZGT-UHFFFAOYSA-N,2.576
195,XXROGKLTLUQVRX-UHFFFAOYSA-N,5.259
196,TVDSBUOJIPERQY-UHFFFAOYSA-N,4.564
197,LYCAIKOWRPUZTN-UHFFFAOYSA-N,0.037
198,LEQAOMBKQFMDFZ-UHFFFAOYSA-N,2.431
199,FZENGILVLUJGJX-UHFFFAOYSA-N,2.891
200,SVTBMSDMJJWYQN-UHFFFAOYSA-N,1.043
201,QIJIUJYANDSEKG-UHFFFAOYSA-N,3.72
202,IDCBOTIENDVCBQ-UHFFFAOYSA-N,5.347
203,XNLICIUVMPYHGG-UHFFFAOYSA-N,1.842
204,XTXRWKRVRITETP-UHFFFAOYSA-N,3.573
205,NTIZESTWPVYFNL-UHFFFAOYSA-N,2.271
206,ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,2.114
207,IVSZLXZYQVIEFR-UHFFFAOYSA-N,3.822
208,RLSSMJSEOOYNOY-UHFFFAOYSA-N,3.287
209,GHMLBKRAJCXXBS-UHFFFAOYSA-N,3.302
210,QARVLSVVCXYDNA-UHFFFAOYSA-N,4.448
211,YXFVVABEGXRONW-UHFFFAOYSA-N,3.43
212,FKNQCJSGGFJEIZ-UHFFFAOYSA-N,2.364
213,MVPPADPHJFYWMZ-UHFFFAOYSA-N,3.645
214,JHIVVAPYMSGYDF-UHFFFAOYSA-N,2.193
215,ISWSIDIOOBJBQZ-UHFFFAOYSA-N,3.495
216,ITQTTZVARXURQS-UHFFFAOYSA-N,2.811
217,PVOAHINGSUIXLS-UHFFFAOYSA-N,1.639
218,BSKHPKMHTQYZBB-UHFFFAOYSA-N,2.016
219,JOMNTHCQHJPVAZ-UHFFFAOYSA-N,1.65
220,XUPYJHCZDLZNFP-UHFFFAOYSA-N,4.095
221,NQPDZGIKBAWPEJ-UHFFFAOYSA-N,3.123
222,YKYONYBAUNKHLG-UHFFFAOYSA-N,3.231
223,VEFLKXRACNJHOV-UHFFFAOYSA-N,5.052
224,MPPPKRYCTPRNTB-UHFFFAOYSA-N,3.572
225,HQABUPZFAYXKJW-UHFFFAOYSA-N,2.436
226,SJNALLRHIVGIBI-UHFFFAOYSA-N,2.567
227,CUONGYYJJVDODC-UHFFFAOYSA-N,5.072
228,ASUDFOJKTJLAIK-UHFFFAOYSA-N,2.156
229,NKDDWNXOKDWJAK-UHFFFAOYSA-N,1.037
230,HPNMFZURTQLUMO-UHFFFAOYSA-N,1.932
231,KAESVJOAVNADME-UHFFFAOYSA-N,2.504
232,WYURNTSHIVDZCO-UHFFFAOYSA-N,1.524
233,YLQBMQCUIZJEEH-UHFFFAOYSA-N,3.048
234,FFWSICBKRCICMR-UHFFFAOYSA-N,2.856
235,ONKUXPIBXRRIDU-UHFFFAOYSA-N,4.976
236,CATSNJVOTSVZJV-UHFFFAOYSA-N,2.94
237,VLKZOEOYAKHREP-UHFFFAOYSA-N,4.537
238,KJDRSWPQXHESDQ-UHFFFAOYSA-N,3.391
239,HGBOYTHUEUWSSQ-UHFFFAOYSA-N,3.825
240,MIJDSYMOBYNHOT-UHFFFAOYSA-N,1.78
241,XDTMQSROBMDMFD-UHFFFAOYSA-N,3.298
242,BGJSXRVXTHVRSN-UHFFFAOYSA-N,1.18
243,UHEPJGULSIKKTP-UHFFFAOYSA-N,3.168
244,MNDIARAMWBIKFW-UHFFFAOYSA-N,4.68
245,MTHSVFCYNBDYFN-UHFFFAOYSA-N,0.15
246,ZERULLAPCVRMCO-UHFFFAOYSA-N,3.736
247,BBMCTIGTTCKYKF-UHFFFAOYSA-N,3.507
248,VMKOFRJSULQZRM-UHFFFAOYSA-N,5.363
249,IOQPZZOEVPZRBK-UHFFFAOYSA-N,4.396
250,KBPLFHHGFOOTCA-UHFFFAOYSA-N,3.984
251,NLXGURFLBLRZRO-UHFFFAOYSA-N,2.973
252,KYWIYKKSMDLRDC-UHFFFAOYSA-N,5.055
253,ZIBGPFATKBEMQZ-UHFFFAOYSA-N,0.309
254,KJIOQYGWTQBHNH-UHFFFAOYSA-N,5.219
255,LQZZUXJYWNFBMV-UHFFFAOYSA-N,5.266
256,ZQPPMHVWECSIRJ-KTKRTIGZSA-N,3.139
257,CEBKHWWANWSNTI-UHFFFAOYSA-N,1.408
258,KPWDGTGXUYRARH-UHFFFAOYSA-N,2.818
259,RDYMFSUJUZBWLH-UHFFFAOYSA-N,8.484
260,UOAMTSKGCBMZTC-UHFFFAOYSA-N,5.861
261,XDNBJTQLKCIJBV-UHFFFAOYSA-N,3.855
262,QGLZXHRNAYXIBU-WEVVVXLNSA-N,5.171
263,SVPKNMBRVBMTLB-UHFFFAOYSA-N,6.18
264,BJQHLKABXJIVAM-UHFFFAOYSA-N,2.548
265,ZQBAKBUEJOMQEX-UHFFFAOYSA-N,5.276
266,GYCKQBWUSACYIF-UHFFFAOYSA-N,3.924
267,BSWWXRFVMJHFBN-UHFFFAOYSA-N,4.705
268,WHODQVWERNSQEO-UHFFFAOYSA-N,3.629
269,RWCCWEUUXYIKHB-UHFFFAOYSA-N,4.092
270,OJPDDQSCZGTACX-UHFFFAOYSA-N,2.392
271,MNFZZNNFORDXSV-UHFFFAOYSA-N,3.87
272,ATTZFSUZZUNHBP-UHFFFAOYSA-N,5.642
273,YCIMNLLNPGFGHC-UHFFFAOYSA-N,4.287
274,PBKONEOXTCPAFI-UHFFFAOYSA-N,4.8
275,RMBFBMJGBANMMK-UHFFFAOYSA-N,3.769
276,CBOQJANXLMLOSS-UHFFFAOYSA-N,3.278
277,HVBSAKJJOYLTQU-UHFFFAOYSA-N,3.237
278,KMAQZIILEGKYQZ-UHFFFAOYSA-N,3.933
279,JXSJBGJIGXNWCI-UHFFFAOYSA-N,4.422
280,XTFIVUDBNACUBN-UHFFFAOYSA-N,4.305
281,LOCWBQIWHWIRGN-UHFFFAOYSA-N,3.927
282,ZNOLGFHPUIJIMJ-UHFFFAOYSA-N,4.809
283,DMBHHRLKUKUOEG-UHFFFAOYSA-N,4.65
284,QCDWFXQBSFUVSP-UHFFFAOYSA-N,2.604
285,DKMROQRQHGEIOW-UHFFFAOYSA-N,3.095
286,YRKCREAYFQTBPV-UHFFFAOYSA-N,2.851
287,SHZIWNPUGXLXDT-UHFFFAOYSA-N,4.208
288,ZTQSAGDEMFDKMZ-UHFFFAOYSA-N,3.654
289,DKPFZGUDAPQIHT-UHFFFAOYSA-N,3.81
290,RYHBNJHYFVUHQT-UHFFFAOYSA-N,0.931
291,WNLRTRBMVRJNCN-UHFFFAOYSA-N,3.178
292,JRBPAEWTRLWTQC-UHFFFAOYSA-N,6.255
293,OLQJQHSAWMFDJE-UHFFFAOYSA-N,2.732
294,STCOOQWBFONSKY-UHFFFAOYSA-N,4.513
295,BADXJIPKFRBFOT-UHFFFAOYSA-N,1.086
296,YYTSGNJTASLUOY-UHFFFAOYSA-N,2.586
297,PXAJQJMDEXJWFB-UHFFFAOYSA-N,2.117
298,CYTYCFOTNPOANT-UHFFFAOYSA-N,3.955
299,KSLSOBUAIFEGLT-UHFFFAOYSA-N,3.112
300,LDVVMCZRFWMZSG-UHFFFAOYSA-N,6.351
301,HKIOYBQGHSTUDB-UHFFFAOYSA-N,6.207
302,DNVVZWSVACQWJE-UHFFFAOYSA-N,4.682
303,MMOXZBCLCQITDF-UHFFFAOYSA-N,3.24
304,JWAZRIHNYRIHIV-UHFFFAOYSA-N,4.62
305,IMUDHTPIFIBORV-UHFFFAOYSA-N,1.771
306,JIGUQPWFLRLWPJ-UHFFFAOYSA-N,4.603
307,YUXIBTJKHLUKBD-UHFFFAOYSA-N,4.713
308,IEPRKVQEAMIZSS-WAYWQWQTSA-N,3.981
309,VIZORQUEIQEFRT-UHFFFAOYSA-N,4.05
310,FUZZWVXGSFPDMH-UHFFFAOYSA-N,2.84
311,DURPTKYDGMDSBL-UHFFFAOYSA-N,3.606
312,LHHGDZSESBACKH-UHFFFAOYSA-N,6.113
313,YXIWHUQXZSMYRE-UHFFFAOYSA-N,4.182
314,ASHGTJPOSUFTGB-UHFFFAOYSA-N,3.222
315,NWVVVBRKAWDGAB-UHFFFAOYSA-N,3.11
316,OHBQPCCCRFSCAX-UHFFFAOYSA-N,3.072
317,SZKKRCSOSQAJDE-UHFFFAOYSA-N,3.374
318,GVEPBJHOBDJJJI-UHFFFAOYSA-N,6.774
319,LFSXCDWNBUNEEM-UHFFFAOYSA-N,3.114
320,DZBUGLKDJFMEHC-UHFFFAOYSA-N,4.892
321,IANQTJSKSUMEQM-UHFFFAOYSA-N,3.926
322,CUFNKYGDVFVPHO-UHFFFAOYSA-N,4.154
323,IMNIMPAHZVJRPE-UHFFFAOYSA-N,1.812
324,ORILYTVJVMAKLC-UHFFFAOYSA-N,5.679
325,RLBIQVVOMOPOHC-UHFFFAOYSA-N,4.508
326,BULVZWIRKLYCBC-UHFFFAOYSA-N,6.018
327,DOFZAZXDOSGAJZ-UHFFFAOYSA-N,4.854
328,JHJOOSLFWRRSGU-UHFFFAOYSA-N,6.023
329,WYMSBXTXOHUIGT-UHFFFAOYSA-N,5.981
330,CTSLUCNDVMMDHG-UHFFFAOYSA-N,3.152
331,YNEVBPNZHBAYOA-UHFFFAOYSA-N,4.116
332,ANIAQSUBRGXWLS-UHFFFAOYSA-N,6.171
333,UWEZBKLLMKVIPI-UHFFFAOYSA-N,4.739
334,XMTQQYYKAHVGBJ-UHFFFAOYSA-N,4.215
335,UUKHFGSOCZLVJO-UHFFFAOYSA-N,5.262
336,FHIVAFMUCKRCQO-UHFFFAOYSA-N,4.811
337,WFQDTOYDVUWQMS-UHFFFAOYSA-N,3.696
338,OGOBINRVCUWLGN-UHFFFAOYSA-N,3.555
339,KRZCOLNOCZKSDF-UHFFFAOYSA-N,3.818
340,STSCVKRWJPWALQ-UHFFFAOYSA-N,1.153
341,OACPOWYLLGHGCR-UHFFFAOYSA-N,4.227
342,SOZGHDCEWOLLHV-UHFFFAOYSA-N,3.608
343,NMTUHPSKJJYGML-UHFFFAOYSA-N,5.277
344,DTGKSKDOIYIVQL-QXFUBDJGSA-N,3.387
345,DSSYKIVIOFKYAU-XCBNKYQSSA-N,3.141
346,WEEGYLXZBRQIMU-UHFFFAOYSA-N,3.18
347,KGMSWPSAVZAMKR-ONCXSQPRSA-N,5.307
348,PDSNLYSELAIEBU-GUIRCDHDSA-N,4.302
349,PQNFLJBBNBOBRQ-UHFFFAOYSA-N,3.926
350,HBEDSQVIWPRPAY-UHFFFAOYSA-N,3.167
351,ZQTYQMYDIHMKQB-UHFFFAOYSA-N,2.692
352,JFNLZVQOOSMTJK-UHFFFAOYSA-N,3.974
353,QJZUKDFHGGYHMC-UHFFFAOYSA-N,3.815
354,WSGCRAOTEDLMFQ-UHFFFAOYSA-N,3.662
355,FXXACINHVKSMDR-UHFFFAOYSA-N,3.481
356,SDJHPPZKZZWAKF-UHFFFAOYSA-N,4.075
357,VHBFFQKBGNRLFZ-UHFFFAOYSA-N,4.803
358,ZXVONLUNISGICL-UHFFFAOYSA-N,5.013
359,PWATWSYOIIXYMA-UHFFFAOYSA-N,4.938
360,WMOVHXAZOJBABW-UHFFFAOYSA-N,2.551
361,ZPQOPVIELGIULI-UHFFFAOYSA-N,4.269
362,UILPJVPSNHJFIK-UHFFFAOYSA-N,3.379
363,CMWKITSNTDAEDT-UHFFFAOYSA-N,4.021
364,BXRFQSNOROATLV-UHFFFAOYSA-N,4.175
365,RIZMRRKBZQXFOY-UHFFFAOYSA-N,5.728
366,SYBYTAAJFKOIEJ-UHFFFAOYSA-N,1.999
367,FCMRHMPITHLLLA-UHFFFAOYSA-N,3.797
368,JCRIDWXIBSEOEG-UHFFFAOYSA-N,3.666
369,IGDYNWKWXUCIJB-UHFFFAOYSA-N,3.787
370,WQONPSCCEXUXTQ-UHFFFAOYSA-N,4.762
371,DVKJHBMWWAPEIU-UHFFFAOYSA-N,3.025
372,MOYAFQVGZZPNRA-UHFFFAOYSA-N,5.052
373,LQFLWKPCQITJIH-UHFFFAOYSA-N,3.569
374,YGHRJJRRZDOVPD-UHFFFAOYSA-N,4.423
375,BFPGHQLMXCDMGY-UHFFFAOYSA-N,2.369
376,CYIFVRUOHKNECG-UHFFFAOYSA-N,5.741
377,BAYAKMPRFGNNFW-UHFFFAOYSA-N,2.853
378,XTRDKALNCIHHNI-UHFFFAOYSA-N,3.978
379,DCNUQRBLZWSGAV-UHFFFAOYSA-N,3.812
380,ICZLTZWATFXDLP-UHFFFAOYSA-N,4.664
381,SVHOVVJFOWGYJO-UHFFFAOYSA-N,6.72
382,CEOCDNVZRAIOQZ-UHFFFAOYSA-N,5.913
383,VAPDZNUFNKUROY-UHFFFAOYSA-N,5.591
384,INYDMNPNDHRJQJ-UHFFFAOYSA-N,5.084
385,LWRSYTXEQUUTKW-UHFFFAOYSA-N,3.917
386,ADVGKWPZRIDURE-UHFFFAOYSA-N,3.661
387,ISFYBUAVOZFROB-UHFFFAOYSA-N,3.846
388,MPBZUKLDHPOCLS-UHFFFAOYSA-N,3.934
389,KZBOXYKTSUUBTO-UHFFFAOYSA-N,5.146
390,YOJAHJGBFDPSDI-UHFFFAOYSA-N,3.885
391,JDTMUJBWSGNMGR-UHFFFAOYSA-N,4.91
392,HTMQZWFSTJVJEQ-UHFFFAOYSA-N,3.459
393,QLNWXBAGRTUKKI-UHFFFAOYSA-N,2.126
394,ZZHIDJWUJRKHGX-UHFFFAOYSA-N,6.652
395,IEPRKVQEAMIZSS-AATRIKPKSA-N,4.583
396,GSNUFIFRDBKVIE-UHFFFAOYSA-N,3.131
397,LAMUXTNQCICZQX-UHFFFAOYSA-N,2.072
398,LBKDGROORAKTLC-UHFFFAOYSA-N,3.746
399,ALVPFGSHPUPROW-UHFFFAOYSA-N,4.759
400,BTNXBLUGMAMSSH-UHFFFAOYSA-N,2.412
401,SIEILFNCEFEENQ-UHFFFAOYSA-N,3.499
402,GBDZXPJXOMHESU-UHFFFAOYSA-N,5.293
403,RRJUYQOFOMFVQS-UHFFFAOYSA-N,4.737
404,FUGKCSRLAQKUHG-UHFFFAOYSA-N,5.308
405,QJXCFMJTJYCLFG-UHFFFAOYSA-N,5.251
406,WCGGWVOVFQNRRS-UHFFFAOYSA-N,2.725
407,HBXNJMZWGSCKPW-UHFFFAOYSA-N,4.396
408,ZAJNGDIORYACQU-UHFFFAOYSA-N,4.51
409,AOPDRZXCEAKHHW-UHFFFAOYSA-N,4.709
410,PUMREIFKTMLCAF-UHFFFAOYSA-N,1.777
411,LXBGSDVWAMZHDD-UHFFFAOYSA-N,2.458
412,NQXUSSVLFOBRSE-UHFFFAOYSA-N,3.513
413,IYKFYARMMIESOX-SPJNRGJMSA-N,3.393
